,planet_orbital_inclination,planet_density,right_ascension,declination,host_temperature,host_mass,host_radius
2884,,,19h29m59.91s,+46d19m27.9s,5774.0,,0.98
2885,,,19h40m54.91s,+45d58m15.7s,4504.0,,0.62
2886,,,19h40m54.91s,+45d58m15.7s,4504.0,,0.62
2887,,,19h12m02.86s,+46d07m03.4s,6033.0,,1.02
2888,,,19h12m02.86s,+46d07m03.4s,6033.0,,1.02
2889,,,19h16m47.90s,+49d18m20.6s,6088.0,,1.0
2890,,,19h16m47.90s,+49d18m20.6s,6088.0,,1.0
2891,,,19h49m01.21s,+40d32m54.1s,6177.0,,1.36
2892,,,19h49m01.21s,+40d32m54.1s,6177.0,,1.36
2893,,,19h34m42.36s,+44d36m56.1s,5956.0,,0.93
2894,,,19h34m42.36s,+44d36m56.1s,5956.0,,0.93
2895,90.76,0.41,19h37m59.27s,+46d41m23.1s,5606.0,0.89,1.03
2896,,,19h01m40.71s,+39d42m22.0s,6186.0,,1.53
2897,,,19h01m40.71s,+39d42m22.0s,6186.0,,1.53
2898,,,19h01m40.71s,+39d42m22.0s,6186.0,,1.53
2899,,,19h05m48.65s,+42d39m28.4s,5643.0,,0.85
2900,,,19h05m48.65s,+42d39m28.4s,5643.0,,0.85
2901,,,19h05m48.65s,+42d39m28.4s,5643.0,,0.85
2902,,,19h59m35.17s,+46d03m07.1s,5212.0,,0.78
2903,,,19h59m35.17s,+46d03m07.1s,5212.0,,0.78
2904,,,19h47m25.59s,+41d45m29.4s,3903.0,,0.5
2905,,,19h47m25.59s,+41d45m29.4s,3903.0,,0.5
2906,,,19h03m00.35s,+41d20m08.3s,4648.0,,0.67
2907,,,19h03m00.35s,+41d20m08.3s,4648.0,,0.67
2908,,,19h03m00.35s,+41d20m08.3s,4648.0,,0.67
2909,,,19h03m11.87s,+42d48m42.4s,6184.0,,1.07
2910,,,19h03m11.87s,+42d48m42.4s,6184.0,,1.07
2911,,,19h29m41.06s,+37d40m58.1s,6133.0,,1.33
2912,,,19h29m41.06s,+37d40m58.1s,6133.0,,1.33
2913,,,19h24m58.34s,+44d00m31.4s,5036.0,,0.83
2914,,,19h24m58.34s,+44d00m31.4s,5036.0,,0.83
2915,,,19h24m58.34s,+44d00m31.4s,5036.0,,0.83
2916,,,19h32m55.25s,+48d16m53.0s,5908.0,,0.95
2917,,,19h32m55.25s,+48d16m53.0s,5908.0,,0.95
2918,,,19h33m10.47s,+42d11m46.9s,6248.0,,1.09
2919,,,19h33m10.47s,+42d11m46.9s,6248.0,,1.09
2920,,,19h33m10.47s,+42d11m46.9s,6248.0,,1.09
2921,,6.26,19h25m00.05s,+49d13m54.6s,5979.0,1.03,1.63
2922,89.36,0.787,19h25m00.05s,+49d13m54.6s,5979.0,1.03,1.63
2923,,,19h05m08.34s,+44d46m53.6s,6053.0,,1.06
2924,,,19h05m08.34s,+44d46m53.6s,6053.0,,1.06
2925,,,19h47m12.83s,+46d44m28.2s,6169.0,,1.34
2926,,,19h47m12.83s,+46d44m28.2s,6169.0,,1.34
2927,,,19h27m05.19s,+47d31m47.7s,5788.0,,0.72
2928,,,19h27m05.19s,+47d31m47.7s,5788.0,,0.72
2929,,,18h52m46.10s,+41d18m19.4s,5593.0,,1.49
2930,,,18h52m46.10s,+41d18m19.4s,5593.0,,1.49
2931,,,18h52m46.10s,+41d18m19.4s,5593.0,,1.49
2932,,,18h46m16.78s,+47d23m55.3s,6108.0,,1.28
2933,,,18h46m16.78s,+47d23m55.3s,6108.0,,1.28
2934,,,19h42m30.38s,+49d07m49.6s,6012.0,,1.05
2935,,,19h42m30.38s,+49d07m49.6s,6012.0,,1.05
2936,,,19h47m24.49s,+49d05m04.0s,6209.0,,1.05
2937,,,19h47m24.49s,+49d05m04.0s,6209.0,,1.05
2938,,,19h49m10.18s,+49d58m53.9s,4710.0,,0.69
2939,,,19h49m10.18s,+49d58m53.9s,4710.0,,0.69
2940,,,19h27m31.21s,+45d23m16.6s,5502.0,,2.02
2941,,,19h27m31.21s,+45d23m16.6s,5502.0,,2.02
2942,,,19h34m41.82s,+47d54m30.5s,3591.0,,0.47
2943,,,19h34m41.82s,+47d54m30.5s,3591.0,,0.47
2944,88.63,,18h56m14.32s,+44d31m05.3s,5417.0,0.87,0.79
2945,,,18h56m14.32s,+44d31m05.3s,5417.0,0.87,0.79
2946,,,18h56m14.32s,+44d31m05.3s,5417.0,0.87,0.79
2947,,,18h56m14.32s,+44d31m05.3s,5417.0,0.87,0.79
2948,,,19h28m41.07s,+40d54m58.7s,5852.0,,0.9
2949,,,19h28m41.07s,+40d54m58.7s,5852.0,,0.9
2950,,,19h29m18.35s,+38d39m27.3s,5666.0,,0.99
2951,,,19h29m18.35s,+38d39m27.3s,5666.0,,0.99
2952,,,19h25m01.49s,+49d15m32.2s,6509.0,,1.14
2953,,,19h25m01.49s,+49d15m32.2s,6509.0,,1.14
2954,,,19h25m01.49s,+49d15m32.2s,6509.0,,1.14
2955,,,19h17m33.12s,+50d35m49.4s,5787.0,,0.84
2956,,,19h17m33.12s,+50d35m49.4s,5787.0,,0.84
2957,,,19h36m33.10s,+42d22m13.8s,5977.0,,0.91
2958,,,19h36m33.10s,+42d22m13.8s,5977.0,,0.91
2959,,,19h36m33.10s,+42d22m13.8s,5977.0,,0.91
2960,,,19h14m28.30s,+48d05m54.3s,5826.0,,0.84
2961,,,19h14m28.30s,+48d05m54.3s,5826.0,,0.84
2962,,,19h26m25.72s,+38d24m37.4s,5900.0,,1.18
2963,,,19h26m25.72s,+38d24m37.4s,5900.0,,1.18
2964,,,19h41m41.28s,+38d44m08.5s,5949.0,,1.22
2965,,,19h41m41.28s,+38d44m08.5s,5949.0,,1.22
2966,,,19h39m47.66s,+46d26m19.1s,4661.0,,0.67
2967,,,19h39m47.66s,+46d26m19.1s,4661.0,,0.67
2968,,,19h42m48.26s,+38d56m45.0s,6054.0,,1.31
2969,,,19h42m48.26s,+38d56m45.0s,6054.0,,1.31
2970,89.442,,19h07m19.28s,+42d16m45.1s,5623.0,0.94,1.75
2971,,,18h49m34.71s,+48d45m32.9s,6045.0,,1.22
2972,,,18h49m34.71s,+48d45m32.9s,6045.0,,1.22
2973,,,19h00m43.87s,+43d49m51.9s,6152.0,,1.57
2974,,,19h00m43.87s,+43d49m51.9s,6152.0,,1.57
2975,,,19h56m32.68s,+45d52m11.8s,5600.0,,0.94
2976,,,19h56m32.68s,+45d52m11.8s,5600.0,,0.94
2977,,,19h25m22.22s,+38d21m47.3s,4710.0,,0.67
2978,,,19h25m22.22s,+38d21m47.3s,4710.0,,0.67
2979,,,19h04m06.27s,+44d46m58.3s,5577.0,,0.88
2980,,,19h04m06.27s,+44d46m58.3s,5577.0,,0.88
2981,,,19h37m21.24s,+50d20m11.6s,6326.0,,1.13
2982,,,19h37m21.24s,+50d20m11.6s,6326.0,,1.13
2983,,,19h37m21.24s,+50d20m11.6s,6326.0,,1.13
2984,,,19h19m26.13s,+48d41m37.9s,5178.0,,0.77
2985,,,19h19m26.13s,+48d41m37.9s,5178.0,,0.77
2986,,,19h11m11.56s,+45d39m24.2s,5774.0,,1.05
2987,,,19h11m11.56s,+45d39m24.2s,5774.0,,1.05
2988,,,18h59m18.73s,+44d36m31.4s,4498.0,,0.59
2989,,,18h59m18.73s,+44d36m31.4s,4498.0,,0.59
2990,,,19h27m50.40s,+44d54m00.1s,5376.0,,0.79
2991,,,19h27m50.40s,+44d54m00.1s,5376.0,,0.79
2992,89.07,13.0,19h47m50.46s,+46d02m03.5s,6350.0,1.29,1.4
2993,,,19h26m30.91s,+41d12m31.0s,5166.0,,0.78
2994,,,19h26m30.91s,+41d12m31.0s,5166.0,,0.78
2995,,,19h22m29.24s,+51d03m26.3s,4940.0,,3.57
2996,,,19h22m29.24s,+51d03m26.3s,4940.0,,3.57
2997,,,19h14m38.58s,+43d22m05.1s,5938.0,,1.13
2998,,,19h14m38.58s,+43d22m05.1s,5938.0,,1.13
2999,,,19h23m58.86s,+45d11m32.0s,6189.0,,1.38
3000,,,19h23m58.86s,+45d11m32.0s,6189.0,,1.38
3001,,,19h45m12.47s,+50d40m20.3s,6402.0,,1.13
3002,,,19h45m12.47s,+50d40m20.3s,6402.0,,1.13
3003,,,19h34m02.66s,+45d08m11.8s,4262.0,,0.56
3004,,,19h34m02.66s,+45d08m11.8s,4262.0,,0.56
3005,,,19h44m31.88s,+48d58m38.6s,5384.0,,1.17
3006,,,19h44m31.88s,+48d58m38.6s,5384.0,,1.17
3007,,,19h43m34.59s,+42d22m49.6s,5307.0,,0.77
3008,,,19h43m34.59s,+42d22m49.6s,5307.0,,0.77
3009,,,19h25m52.48s,+40d20m37.9s,4493.0,,0.61
3010,,,19h25m52.48s,+40d20m37.9s,4493.0,,0.61
3011,,,19h25m52.48s,+40d20m37.9s,4493.0,,0.61
3012,,,19h58m00.42s,+40d40m14.9s,5502.0,,0.68
3013,,,19h58m00.42s,+40d40m14.9s,5502.0,,0.68
3014,,,19h58m00.42s,+40d40m14.9s,5502.0,,0.68
3015,89.76,1.91,19h02m27.68s,+50d08m08.7s,5857.0,1.22,1.49
3016,89.7,1.68,19h47m15.29s,+47d31m35.8s,6510.0,1.48,2.13
3017,,,19h23m46.68s,+40d28m48.1s,5886.0,,1.15
3018,,,19h23m46.68s,+40d28m48.1s,5886.0,,1.15
3019,,,19h20m19.86s,+50d51m48.5s,6117.0,,1.33
3020,,,19h20m19.86s,+50d51m48.5s,6117.0,,1.33
3021,,,19h20m19.86s,+50d51m48.5s,6117.0,,1.33
3022,,,19h13m28.85s,+43d21m16.6s,6090.0,,1.26
3023,,,19h13m28.85s,+43d21m16.6s,6090.0,,1.26
3024,,,19h13m28.85s,+43d21m16.6s,6090.0,,1.26
3025,,,19h13m28.85s,+43d21m16.6s,6090.0,,1.26
3026,,,19h19m41.15s,+46d44m40.4s,6090.0,,1.33
3027,,,19h19m41.15s,+46d44m40.4s,6090.0,,1.33
3028,,,19h19m41.15s,+46d44m40.4s,6090.0,,1.33
3029,,,19h05m35.67s,+45d20m36.7s,5654.0,,0.88
3030,,,19h05m35.67s,+45d20m36.7s,5654.0,,0.88
3031,,,19h25m38.27s,+38d20m24.1s,5818.0,,0.89
3032,,,19h25m38.27s,+38d20m24.1s,5818.0,,0.89
3033,,11.82,19h27m23.53s,+44d58m05.6s,5538.0,1.07,1.07
3034,,24.39,19h27m23.53s,+44d58m05.6s,5538.0,1.07,1.07
3035,,,19h04m08.72s,+49d36m52.2s,5476.0,1.0,1.01
3036,,,19h04m08.72s,+49d36m52.2s,5476.0,1.0,1.01
3037,,,18h59m08.68s,+48d25m23.6s,6104.0,1.08,1.23
3038,,,19h34m43.01s,+46d51m10.0s,5460.0,0.92,0.89
3039,82.51,0.33,19h38m03.17s,+45d58m53.9s,5750.0,1.15,1.29
3040,87.72,,18h52m36.17s,+45d08m23.4s,6273.0,1.21,1.35
3041,87.4,10.3,19h10m25.34s,+49d31m23.7s,,0.87,0.82
3042,88.61,1.7,19h10m25.34s,+49d31m23.7s,,0.87,0.82
3043,89.43,2.3,19h10m25.34s,+49d31m23.7s,,0.87,0.82
3044,88.04,,19h10m25.34s,+49d31m23.7s,,0.87,0.82
3045,80.559,0.52,19h04m26.48s,+43d40m51.4s,5750.0,1.17,1.29
3046,89.929,3.2,19h14m02.55s,+51d09m44.9s,4700.0,0.82,0.78
3047,,,19h51m50.78s,+48d14m39.7s,,0.89,0.95
3048,,,19h51m50.78s,+48d14m39.7s,,0.89,0.95
3049,,,19h35m13.06s,+38d38m20.9s,,0.67,0.64
3050,,,19h35m13.06s,+38d38m20.9s,,0.67,0.64
3051,,,19h26m13.67s,+39d13m38.2s,,1.0,1.07
3052,,,19h26m13.67s,+39d13m38.2s,,1.0,1.07
3053,,,19h35m17.84s,+42d46m46.9s,,0.9,0.81
3054,,,19h35m17.84s,+42d46m46.9s,,0.9,0.81
3055,89.952,,19h37m44.04s,+38d21m19.6s,5820.0,0.98,1.09
3056,88.95,,19h41m40.30s,+51d11m05.2s,6430.0,1.39,1.74
3057,88.0,,19h41m40.30s,+51d11m05.2s,6430.0,1.39,1.74
3058,,,19h28m52.57s,+44d37m09.0s,3068.0,0.13,0.17
3059,,,19h28m52.57s,+44d37m09.0s,3068.0,0.13,0.17
3060,,,19h28m52.57s,+44d37m09.0s,3068.0,0.13,0.17
3061,89.965,,18h53m01.64s,+45d05m16.0s,5308.0,0.79,0.76
3062,,0.38,18h50m31.12s,+46d19m24.1s,5972.0,1.15,1.24
3063,87.828,0.459,19h31m25.38s,+46d23m28.2s,5560.0,0.85,0.95
3064,,1.94,19h54m29.97s,+48d34m38.8s,5460.0,1.01,0.94
3065,,,19h54m29.97s,+48d34m38.8s,5460.0,1.01,0.94
3066,87.02,0.27,19h21m25.92s,+40d34m03.9s,5170.0,0.93,0.86
3067,85.74,0.26,19h17m44.31s,+49d28m24.2s,5725.0,0.91,0.92
3068,89.5,0.16,19h13m01.10s,+43d42m17.5s,5800.0,0.96,1.35
3069,89.36,1.02,19h22m19.61s,+40d34m38.6s,5150.0,0.87,0.8
3070,84.646,5.0,19h00m57.81s,+46d40m05.7s,6041.0,1.32,1.42
3071,,,19h31m14.07s,+49d34m46.0s,5884.0,1.17,1.49
3072,,,19h31m14.07s,+49d34m46.0s,5884.0,1.17,1.49
3073,,,18h44m26.96s,+43d13m40.0s,6004.0,1.07,1.09
3074,,,18h44m26.96s,+43d13m40.0s,6004.0,1.07,1.09
3075,,,18h44m26.96s,+43d13m40.0s,6004.0,1.07,1.09
3076,88.17,4.46,19h33m07.73s,+48d17m09.2s,4995.0,1.32,4.06
3077,,,19h33m07.73s,+48d17m09.2s,4995.0,1.32,4.06
3078,89.21,1.13,19h50m22.48s,+40d58m38.2s,6360.0,1.46,2.26
3079,86.46,2.4,19h34m20.73s,+42d55m44.1s,5977.0,1.2,1.38
3080,85.51,0.131,19h29m08.96s,+43d11m50.2s,6161.0,1.54,3.21
3081,89.93,,20h06m52.98s,+44d24m43.4s,4651.0,0.73,0.7
3082,,,20h06m52.98s,+44d24m43.4s,4651.0,0.73,0.7
3083,89.9,,19h49m23.37s,+44d01m37.0s,4551.0,0.71,0.68
3084,89.86,,18h46m34.99s,+41d57m03.9s,3748.0,0.54,0.52
3085,89.95,,18h43m12.38s,+44d02m02.4s,5431.0,0.88,0.87
3086,84.96,0.93,20h00m24.56s,+45d45m43.7s,5800.0,1.12,1.35
3087,89.93,,19h01m23.99s,+41d27m07.9s,4134.0,0.57,0.56
3088,89.97,,18h58m16.06s,+49d00m45.2s,4340.0,0.57,0.55
3089,89.94,,19h01m27.98s,+39d16m48.3s,4402.0,0.61,0.6
3090,89.94,,19h14m26.53s,+49d58m07.1s,4723.0,0.74,0.71
3091,88.0,,19h19m00.55s,+41d38m04.6s,5046.0,0.76,0.75
3092,88.2,,19h19m00.55s,+41d38m04.6s,5046.0,0.76,0.75
3093,88.16,,19h19m00.55s,+41d38m04.6s,5046.0,0.76,0.75
3094,89.13,,19h19m00.55s,+41d38m04.6s,5046.0,0.76,0.75
3095,87.96,,19h19m00.55s,+41d38m04.6s,5046.0,0.76,0.75
3096,89.74,,19h54m56.66s,+46d29m54.8s,3157.0,0.18,0.21
3097,89.91,,19h54m56.66s,+46d29m54.8s,3157.0,0.18,0.21
3098,89.61,,19h54m56.66s,+46d29m54.8s,3157.0,0.18,0.21
3099,87.42,,18h49m00.05s,+44d55m16.0s,3359.0,0.22,0.24
3100,88.97,,18h49m00.05s,+44d55m16.0s,3359.0,0.22,0.24
3101,88.72,,18h49m00.05s,+44d55m16.0s,3359.0,0.22,0.24
3102,86.55,0.4,19h01m04.46s,+48d33m36.0s,5493.0,1.0,1.05
3103,,,19h49m48.90s,+41d00m39.6s,,1.5,1.4
3104,,,19h34m55.88s,+41d54m03.0s,,0.97,1.47
3105,,,19h34m55.88s,+41d54m03.0s,,0.97,1.47
3106,87.0,0.8,19h31m29.50s,+41d03m51.3s,3820.0,0.59,0.55
3107,,,19h41m56.76s,+51d00m48.6s,,1.35,1.57
3108,,,19h41m56.76s,+51d00m48.6s,,1.35,1.57
3109,,,19h41m56.76s,+51d00m48.6s,,1.35,1.57
3110,89.806,,19h44m00.89s,+44d16m39.2s,5757.0,1.04,1.11
3111,89.443,,18h52m57.91s,+46d22m42.5s,5527.0,0.94,0.83
3112,87.09,,19h09m54.85s,+38d13m43.9s,5701.0,0.85,1.05
3113,,,19h09m54.85s,+38d13m43.9s,5701.0,0.85,1.05
